Código de la Institución;IES PADRE;Institución de Educación Superior (IES);Principal o Seccional;ID Sector IES;Sector IES;ID Caracter;Caracter IES;Código del departamento (IES);Departamento de domicilio de la IES;Código del Municipio (IES);Municipio de domicilio de la IES;Código SNIES del programa;Programa Académico;ID Nivel Académico;Nivel Académico;ID Nivel de Formación;Nivel de Formación;ID Metodología;Metodología;ID Área;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);ID CINE Campo Amplio;Desc CINE Campo Amplio;ID CINE Campo Especifico;Desc CINE Campo Especifico;ID CINE Código Detallado;Desc CINE Código Detallado;Código del Departamento (Programa);Departamento de oferta del programa;Código del Municipio (Programa);Municipio de oferta del programa;ID Sexo;Sexo;Año;Semestre;Matriculados;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;70;SUCRE;70001;SINCELEJO;2;MUJER;2016;1;5;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;70;SUCRE;70001;SINCELEJO;2;MUJER;2016;2;2;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;73;TOLIMA;73001;IBAGUE;1;HOMBRE;2016;1;3;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;73;TOLIMA;73001;IBAGUE;2;MUJER;2016;1;4;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;76;VALLE DEL CAUCA;76001;CALI;1;HOMBRE;2016;2;9;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;76;VALLE DEL CAUCA;76001;CALI;2;MUJER;2016;2;7;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;1;HOMBRE;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;76;VALLE DEL CAUCA;76113;BUGALAGRANDE;2;MUJER;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;76;VALLE DEL CAUCA;76834;TULUA;1;HOMBRE;2016;1;4;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;76;VALLE DEL CAUCA;76834;TULUA;2;MUJER;2016;1;6;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;86;PUTUMAYO;86001;MOCOA;1;HOMBRE;2016;2;11;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11834;ESPECIALIZACION EN REVISORIA FISCAL Y CONTRALORIA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;612;Contaduría pública;;;;;;;86;PUTUMAYO;86001;MOCOA;2;MUJER;2016;2;11;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;11865;ESPECIALIZACION EN GERENCIA INFORMATICA;2;POSGRADO;1;Especialización Universitaria;1;Presencial;8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;HOMBRE;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;MUJER;2016;2;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;5;ANTIOQUIA;5154;CAUCASIA;1;HOMBRE;2016;2;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;5;ANTIOQUIA;5154;CAUCASIA;2;MUJER;2016;1;4;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;5;ANTIOQUIA;5154;CAUCASIA;2;MUJER;2016;2;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;1;HOMBRE;2016;1;8;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;1;HOMBRE;2016;2;9;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;2;MUJER;2016;1;51;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;8;ATLANTICO;8001;BARRANQUILLA;2;MUJER;2016;2;34;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;13;BOLIVAR;13873;VILLANUEVA;1;HOMBRE;2016;2;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;13;BOLIVAR;13873;VILLANUEVA;2;MUJER;2016;2;23;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;70;SUCRE;70001;SINCELEJO;2;MUJER;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;76;VALLE DEL CAUCA;76520;PALMIRA;1;HOMBRE;2016;1;7;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;76;VALLE DEL CAUCA;76834;TULUA;1;HOMBRE;2016;1;9;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;76;VALLE DEL CAUCA;76834;TULUA;2;MUJER;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;81;ARAUCA;81794;TAME;2;MUJER;2016;1;3;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85001;YOPAL;1;HOMBRE;2016;1;13;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85001;YOPAL;1;HOMBRE;2016;2;4;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85001;YOPAL;2;MUJER;2016;1;62;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85001;YOPAL;2;MUJER;2016;2;42;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85010;AGUAZUL;1;HOMBRE;2016;1;5;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85010;AGUAZUL;1;HOMBRE;2016;2;4;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85010;AGUAZUL;2;MUJER;2016;1;31;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85010;AGUAZUL;2;MUJER;2016;2;20;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85250;PAZ DE ARIPORO;1;HOMBRE;2016;1;20;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85250;PAZ DE ARIPORO;1;HOMBRE;2016;2;6;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85250;PAZ DE ARIPORO;2;MUJER;2016;1;109;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85250;PAZ DE ARIPORO;2;MUJER;2016;2;68;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85410;TAURAMENA;1;HOMBRE;2016;1;2;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85410;TAURAMENA;1;HOMBRE;2016;2;2;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85410;TAURAMENA;2;MUJER;2016;1;60;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85410;TAURAMENA;2;MUJER;2016;2;40;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85430;TRINIDAD;1;HOMBRE;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85430;TRINIDAD;2;MUJER;2016;1;9;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85440;VILLANUEVA;1;HOMBRE;2016;1;22;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85440;VILLANUEVA;1;HOMBRE;2016;2;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85440;VILLANUEVA;2;MUJER;2016;1;56;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;85;CASANARE;85440;VILLANUEVA;2;MUJER;2016;2;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;91;AMAZONAS;91001;LETICIA;2;MUJER;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;99;VICHADA;99001;PUERTO CARRE?O;2;MUJER;2016;1;8;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12764;TECNICA PROFESIONAL EN SECRETARIADO EJECUTIVO;1;PREGRADO;4;Formación técnica profesional;2;Distancia (tradicional);6;Economía, administración, contaduría y afines;69;Administración;;;;;;;99;VICHADA;99001;PUERTO CARRE?O;2;MUJER;2016;2;2;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12765;ESPECIALIZACION EN GERENCIA INFORMATICA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;HOMBRE;2016;1;10;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12765;ESPECIALIZACION EN GERENCIA INFORMATICA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;1;HOMBRE;2016;2;65;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12765;ESPECIALIZACION EN GERENCIA INFORMATICA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;MUJER;2016;1;1;;;;;;;;
2833;2833;CORPORACION UNIVERSITARIA REMINGTON;PRINCIPAL;2;PRIVADA;3;Institución Universitaria/Escuela Tecnológica;5;ANTIOQUIA;5001;MEDELLIN;12765;ESPECIALIZACION EN GERENCIA INFORMATICA;2;POSGRADO;1;Especialización Universitaria;2;Distancia (tradicional);8;Ingeniería, arquitectura, urbanismo y afines;827;Ingeniería de sistemas, telemática y afines;;;;;;;5;ANTIOQUIA;5001;MEDELLIN;2;MUJER;2016;2;80;;;;;;;;
